text,label,token_ids
feel like hymn say stand amazed love jesus offer confused grace fully proffer,5,"[57676, 1093, 67743, 77, 2019, 2559, 46304, 3021, 503, 43493, 3085, 22568, 21507, 7373, 463, 3018]"
feel blessed given chance love,2,"[57676, 33944, 2728, 6140, 3021]"
love feeling like truly making difference student life although sometimes unsure,4,"[31153, 8430, 1093, 9615, 3339, 6811, 5575, 2324, 8051, 7170, 44003]"
still feel slightly strange sorrow know something god satan,5,"[44466, 2733, 10284, 15234, 58596, 1440, 2555, 10087, 7731, 276]"
im also feeling shaky confidence faith time feel like im growing spiritually lot also growing lot understanding world around,4,"[318, 1101, 8430, 84513, 12410, 10082, 892, 2733, 1093, 737, 7982, 88853, 2763, 1101, 7982, 2763, 8830, 1917, 2212]"
recently mentioned feel savage world good job modeling kind story robin telling current duet game willing experiment another system,3,"[47743, 398, 9932, 2733, 73135, 1917, 1695, 2683, 34579, 3169, 3446, 99685, 11890, 1510, 3930, 295, 1847, 10032, 9526, 2500, 1887]"
feel liked talked mass effect death post going afraid,2,"[57676, 15262, 15243, 3148, 2515, 4648, 1772, 2133, 16984]"
im looking cloud moving across sky tallest building city immediately feel sense calm surround oops,1,"[318, 3411, 9624, 7366, 4028, 13180, 82717, 4857, 3363, 7214, 2733, 5647, 19858, 9172, 297, 3806]"
im feeling horny dead goat,2,"[318, 8430, 38307, 5710, 54392]"
im feeling pissed,3,"[318, 8430, 64536]"
stubborn feel like going stubborn manner going help,3,"[60498, 16381, 2733, 1093, 2133, 52496, 11827, 2133, 1520]"
believe weakness strong believe conqueror feel like real fake fine,0,"[9978, 19704, 23948, 3831, 4510, 51630, 269, 2733, 1093, 1972, 12700, 7060]"
feel loyal one im,2,"[57676, 29947, 832, 737]"
nasty feeling ungrateful wretch,0,"[77, 15329, 8430, 653, 911, 21508, 289, 10420]"
feeling rebellious happening u family,3,"[1897, 20659, 42301, 1245, 12765, 577, 3070]"
bathroom sat pee make feel submissive per instruction,0,"[65, 78932, 7731, 65238, 1304, 2733, 97340, 824, 7754]"
wrote song time feeling disillusioned worship scene town live,0,"[86, 5646, 5609, 892, 8430, 98009, 291, 24863, 6237, 6424, 3974]"
feel like ignored,0,"[57676, 1093, 12305]"
feel bouncy yay today,1,"[57676, 293, 82401, 98659, 3432]"
come fight feeling whipped saddened hated put big girl panty pretend hey everything fine even though pissy,0,"[2063, 4465, 8430, 64357, 95017, 38674, 2231, 2466, 3828, 26346, 88, 35840, 35309, 4395, 7060, 1524, 3582, 41040, 88]"
feel unwelcome,0,"[57676, 15375, 5836]"
preform poem class feel confident preform,1,"[1762, 630, 33894, 538, 2733, 16913, 864, 630]"
got home tonight beautiful surprise party gorgeous friend birthday tell feeling sentimental awed actually totally lost word really explain feeling,0,"[23196, 2162, 18396, 6366, 13051, 4717, 24415, 4333, 15553, 3371, 8430, 93038, 1384, 291, 3604, 12756, 5675, 3492, 2216, 10552, 8430]"
put make first time month needed feel pretty,1,"[631, 1304, 1176, 892, 2305, 4460, 2733, 5128]"
feel nervous new thing anymore type attitude rather really hope dont screw type attitude,4,"[57676, 23418, 502, 3245, 14926, 955, 19451, 4856, 2216, 3987, 15890, 22733, 955, 19451]"
friend feeling run everything every dumbass word say moronic thing worst rukia,0,"[10931, 8430, 1629, 4395, 1475, 30355, 395, 3492, 2019, 4411, 14338, 3245, 12047, 436, 3178, 689]"
feel target blank download people die feel people feel die q amp wiki depends theyre dying theyre feeling thinking moment,0,"[57676, 2218, 10321, 4232, 1274, 2815, 2733, 1274, 2733, 2815, 2874, 23598, 29709, 14117, 814, 265, 23069, 814, 265, 8430, 7422, 4545]"
feel angry instead asking problem accusing mad finally confirm kind person,3,"[57676, 19021, 4619, 10371, 3575, 49579, 13088, 5616, 7838, 3169, 1732]"
feel pathetic meaning,0,"[57676, 67163, 7438]"
feel like tree shaken rudely comfortable ground,4,"[57676, 1093, 5021, 66900, 68330, 989, 10882, 5015]"
ive last posted mind hasnt flooded topic feel need entertained influx feeling opinion without clarity life happened,1,"[535, 1566, 8621, 4059, 706, 406, 49886, 8712, 2733, 1205, 65550, 53952, 8430, 9647, 2085, 32373, 2324, 7077]"
would love stop feeling effing needy,0,"[41450, 3021, 3009, 8430, 3369, 287, 83563]"
feel little sad christmas hardly,0,"[57676, 2697, 12703, 54302, 20781]"
feel dumb,0,"[57676, 30355]"
feel thing lot relaxed maybe year ago,1,"[57676, 3245, 2763, 31467, 7344, 1060, 4227]"
alsways feel carefree,1,"[1147, 2336, 2733, 2512, 10816]"
open eye morning heart feel empty,0,"[2569, 8071, 6693, 4851, 2733, 4384]"
also cant sleep life feel totally totally fucked make sense one level sober therefore well living much self centered self willed thought action iam world pain right,3,"[19171, 16869, 6212, 2324, 2733, 12756, 12756, 28252, 1304, 5647, 832, 2237, 50505, 9093, 1664, 5496, 1790, 659, 31288, 659, 289, 4473, 3463, 1957, 98248, 1917, 6784, 1314]"
may even try make matching hair bow feel talented make sell,1,"[18864, 1524, 1456, 1304, 12864, 7013, 15631, 2733, 23944, 1304, 4662]"
remember seeing monitor feeling like truck chest couldnt breathe husband told theyre going intubate wasnt convinced would survive wanted live badly,1,"[30380, 9298, 8891, 8430, 1093, 11092, 15489, 1436, 406, 37397, 10177, 3309, 814, 265, 2133, 528, 392, 349, 574, 406, 22954, 1053, 18167, 4934, 3974, 25587]"
like first book stayed gut feeling one liked second book pretty well third book little better hated last book,2,"[4908, 1176, 2363, 20186, 18340, 8430, 832, 15262, 2132, 2363, 5128, 1664, 4948, 2363, 2697, 2731, 38674, 1566, 2363]"
miss feeling like hated,3,"[1869, 8430, 1093, 38674]"
still cant shake feeling might unwelcome,0,"[44466, 16869, 27116, 8430, 2643, 15375, 5836]"
quarrel father,3,"[447, 277, 3833, 7126]"
feel completely humiliated let get way,0,"[57676, 6724, 2854, 54873, 1095, 636, 1648]"
often go week two without iming anyone im feeling especially outgoing one poke,1,"[61917, 733, 2046, 1403, 2085, 737, 287, 5606, 737, 8430, 5423, 37798, 832, 52651]"
hunch coming month republican try tap overall feeling discontent,0,"[71, 3265, 5108, 2305, 91536, 1456, 15596, 8244, 8430, 91222]"
devote significant amount emotional energy feeling anxious thus become irritable frustrated little provocation,4,"[3667, 1295, 5199, 3392, 14604, 4907, 8430, 38100, 8617, 3719, 6348, 23349, 33630, 2697, 2605, 2328]"
read kindly feeling one cause disruption splendid person highest moral character salute,1,"[888, 47626, 8430, 832, 5353, 44219, 70960, 1732, 8592, 16033, 3752, 71211]"
feel met author would get along writing seemed friendly formal,1,"[57676, 2322, 3229, 1053, 636, 3235, 4477, 9508, 11919, 16287]"
would throw thing feel terrified agitated,4,"[41450, 2571, 3245, 2733, 53731, 945, 33337]"
feel child become violent mentally unsafe get older constantly dangerous environment,3,"[57676, 1716, 3719, 16806, 34325, 20451, 636, 9191, 15320, 11660, 4676]"
feeling scared ra lot work go job,4,"[1897, 20659, 27207, 15473, 2763, 990, 733, 2683]"
identify independent admittedly sometimes fault strapped time make feel needy,0,"[81496, 9678, 79813, 7170, 14867, 91124, 892, 1304, 2733, 83563]"
im already beholding indulged high intensity feeling homesick think,0,"[318, 2736, 2824, 15345, 37960, 3640, 1579, 21261, 8430, 10632, 875, 1781]"
im feeling nostalgic happened last four year,2,"[318, 8430, 83374, 7077, 1566, 3116, 1060]"
even feel hair look superior,1,"[17206, 2733, 7013, 1427, 16757]"
feel became frightened thought putting best foot forward,4,"[57676, 6244, 60178, 3463, 10917, 1888, 4579, 4741]"
could go feel like tortured enough one day,3,"[29177, 733, 2733, 1093, 57034, 3403, 832, 1938]"
im year old boy feeling hopeless,0,"[318, 1060, 2362, 8334, 8430, 75323]"
feel lucky mom,1,"[57676, 18069, 3450]"
feel isolated alone trade,0,"[57676, 25181, 7636, 6696]"
ive made feeling people still supporting gop election cycle href http drinky lemur,2,"[535, 1903, 8430, 1274, 2103, 12899, 342, 454, 6355, 11008, 1839, 1795, 7172, 88, 514, 66206]"
tend become little animated talk something feel passionate,2,"[83, 408, 3719, 2697, 11625, 3137, 2555, 2733, 25429]"
feel uncomfortable slobby,4,"[57676, 29213, 274, 72875]"
im fancy way without feeling top snobbish,3,"[318, 27555, 1648, 2085, 8430, 1948, 4224, 21046, 819]"
feel unloved lately like dont get given enough attention,0,"[57676, 653, 385, 2111, 31445, 1093, 15890, 636, 2728, 3403, 6666]"
trust though may take courage feel god faithful god even dont see bigger picture lord,1,"[57755, 3582, 1253, 1935, 25775, 2733, 10087, 37513, 10087, 1524, 15890, 1518, 11493, 6945, 38031]"
push back repressed expression child split marriage say chance late feel enraged situation wanna yell top lung fuck aint fucking problem dont make way,3,"[9254, 1203, 312, 14655, 7645, 1716, 6859, 11103, 2019, 6140, 3389, 2733, 98295, 6671, 33833, 65413, 1948, 21271, 7976, 264, 396, 17668, 3575, 15890, 1304, 1648]"
feel wholly completely loved well day,2,"[57676, 42241, 6724, 10456, 1664, 1938]"
lay still awake find feeling unhappy,0,"[6789, 2103, 35447, 1505, 8430, 43251]"
reading newspaper story man committed incestuous act twoyear old child thought anyone could thing abhorrent,3,"[6285, 17222, 3446, 893, 11411, 43980, 9373, 1180, 1403, 3236, 2362, 1716, 3463, 5606, 1436, 3245, 671, 20100, 8135]"
need know fixed going feel gorgeous dress,1,"[17483, 1440, 8521, 2133, 2733, 24415, 8679]"
feel strongly impressed must something,5,"[57676, 16917, 25408, 2011, 2555]"
feel devastated betrayed abandoned ask peace comfort new direction,0,"[57676, 59097, 65397, 23838, 2610, 9096, 6981, 502, 5216]"
feel fine add bright smile,1,"[57676, 7060, 923, 10107, 15648]"
feel inhibited fact woman clodia husband sorry mean brother always make slip personal enemy everitt,0,"[57676, 99669, 2144, 5333, 1206, 47428, 10177, 14931, 3152, 10868, 2744, 1304, 21818, 4443, 9354, 3596, 1468]"
begun feel really burdened woman slum particularly mama kina,0,"[52253, 359, 2733, 2216, 23104, 291, 5333, 1776, 372, 8104, 57264, 597, 2259]"
feel lonely reach call sister mom neither one available,0,"[57676, 40666, 5662, 1650, 13219, 3450, 14188, 832, 2561]"
view much like little sister habit building darkest day done remarkable job lately even asking advice make feel valued,1,"[1068, 1790, 1093, 2697, 13219, 14464, 4857, 77069, 1938, 2884, 23649, 2683, 31445, 1524, 10371, 9650, 1304, 2733, 33647]"
im nosy like see process behind scene peice feel like least provide little treat everyone curious like,5,"[318, 12155, 88, 1093, 1518, 1920, 4920, 6237, 1069, 560, 2733, 1093, 3325, 3493, 2697, 4322, 5127, 22999, 1093]"
feel like im greedy say want money,3,"[57676, 1093, 737, 57080, 2019, 1390, 3300]"
feel marginalised frequently intimidated road often feel law rule define safe road layout look like simply dont make sense im using bicycle mode transport,4,"[57676, 32873, 4147, 14134, 85161, 5754, 3629, 2733, 2383, 6037, 7124, 6220, 5754, 6932, 1427, 1093, 5042, 15890, 1304, 5647, 737, 1701, 36086, 3941, 7710]"
know obrian good characterisation evidenced main character feel like couldnt bothered extend rest crew,3,"[33134, 1536, 7414, 1695, 3752, 8082, 69457, 1925, 3752, 2733, 1093, 1436, 406, 46376, 13334, 2800, 13941]"
started day matter well would feel horrible,0,"[47823, 1938, 5030, 1664, 1053, 2733, 28201]"
feeling pretty low despite wettest summer rec,0,"[1897, 20659, 5128, 3428, 8994, 14739, 1985, 7474, 1421]"
ive feeling like im shaky quilting water started questioning work,4,"[535, 8430, 1093, 737, 84513, 75964, 1303, 3090, 3940, 34685, 990]"
still feel disheartened,0,"[44466, 2733, 834, 18207, 6901]"
feel thompson need work exactly impressed flash fluff,5,"[57676, 270, 96101, 1205, 990, 7041, 25408, 8381, 1344, 1386]"
really feel like year mellow one,1,"[54760, 2733, 1093, 1060, 296, 5412, 832]"
enjoyed experienced entranced none point ever made feel experience devoted,2,"[268, 4215, 291, 10534, 11751, 4979, 7000, 1486, 3596, 1903, 2733, 3217, 29329]"
feel like everyone think fake point laugh,0,"[57676, 1093, 5127, 1781, 12700, 1486, 12835]"
still feel devastated,0,"[44466, 2733, 59097]"
feel shouldnt back rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,0,"[57676, 1288, 406, 1203, 1375, 912, 19070, 2218, 10321, 2316, 23601, 1839, 1795, 384, 752, 302, 1498, 71, 689, 69, 73, 1551, 637, 7044]"
longer feel timid insecure walked,4,"[4930, 261, 2733, 99149, 62945, 15203]"
feel quite naughty,2,"[57676, 5115, 54043]"
feel amazing lift,5,"[57676, 8056, 12157]"
think feel pretty good,1,"[27963, 2733, 5128, 1695]"
control come sky busy christmas period game january weather permitting feel alex useful addition squad,1,"[2935, 2586, 13180, 13326, 54302, 4261, 1847, 33962, 3620, 9282, 62174, 2733, 57578, 5505, 5369, 19037]"
even think feel ashamed would denying true self,0,"[17206, 1781, 2733, 51975, 1053, 41566, 837, 659]"
laying around disgusting apartment feeling melancholy anymore,0,"[6789, 287, 2212, 54766, 13455, 8430, 87163, 5849, 14926]"
kept feeling like missed something needed go back read,0,"[99020, 8430, 1093, 13942, 2555, 4460, 733, 1203, 1373]"
dint use purpose flour feeling guilty healthy breakfast,0,"[67, 396, 1005, 7580, 20415, 8430, 16390, 9498, 17954]"
feel though accepted well comfortable around side family,1,"[57676, 3582, 11928, 1664, 10882, 2212, 3185, 3070]"
awful feeling im going something really idiotic like decide make simple quick make mini tote tricky project deciding use two piece need stitched together,0,"[675, 1285, 8430, 737, 2133, 2555, 2216, 43358, 292, 1093, 10491, 1304, 4382, 4062, 1304, 13726, 88619, 34553, 2447, 30230, 1005, 1403, 6710, 1205, 95708, 3871]"
im mean huge however im find extra weight make feel uncomfortable well clothes,4,"[318, 3152, 6908, 4869, 737, 1505, 5066, 4785, 1304, 2733, 29213, 1664, 15447]"
hurt feel abused,0,"[71, 5757, 2733, 36665]"
actually started hour ago got distracted flow odd roommate feel rude typing away,3,"[74128, 3940, 6596, 4227, 2751, 49804, 6530, 10535, 70414, 2733, 47101, 20061, 3201]"
want feel left faithful reader love,2,"[53757, 2733, 2163, 37513, 6742, 3021]"
feel pencil skirt elegant look best paired simply minimal colour complement chic structured design,1,"[57676, 47218, 38380, 26861, 1427, 1888, 35526, 5042, 17832, 12745, 23606, 47994, 34030, 2955]"
know le welcomed feel need ferocious brave show wizarding community continue work rid england mudbloods half breed whatnot,3,"[33134, 514, 32069, 2733, 1205, 18728, 78287, 34300, 1501, 35068, 287, 4029, 3136, 990, 9463, 2995, 1974, 27275, 51105, 82, 4376, 28875, 1148, 1962]"
feel like deserve punished awful thing,0,"[57676, 1093, 23528, 41998, 25629, 3245]"
got feeling trying create nostalgic atmosphere didnt work,2,"[23196, 8430, 4560, 1893, 83374, 16975, 48707, 990]"
find anything feel complacent,1,"[3990, 4205, 2733, 4684, 18680]"
hate feeling discontent im feeling right im tired hiding,0,"[71, 349, 8430, 91222, 737, 8430, 1314, 737, 19781, 26092]"
feel like redeem even though think realized distraught ok,4,"[57676, 1093, 49878, 1524, 3582, 1781, 15393, 58571, 3948, 5509]"
feel though canadian coming complacent working country well weve fared recession,1,"[57676, 3582, 88698, 5108, 4684, 18680, 3318, 3224, 1664, 584, 588, 282, 1636, 39621]"
shy away song talk feel toward god maybe even talk faithful response toward god,1,"[939, 88, 3201, 5609, 3137, 2733, 9017, 10087, 7344, 1524, 3137, 37513, 2077, 9017, 10087]"
struggled feeling like liked band david hockney photography collecting thing body really understood thing body understand,2,"[496, 2661, 839, 8430, 1093, 15262, 7200, 55046, 305, 1197, 3520, 24685, 26984, 3245, 2547, 2216, 16365, 3245, 2547, 3619]"
scared would walk saloon feeling regretful cutting hair always miss old hair get new haircut,0,"[2445, 1636, 1053, 4321, 4371, 9186, 8430, 23023, 1285, 14713, 7013, 2744, 3194, 2362, 7013, 636, 502, 86824]"
feel peaceful even though dont think visible yet ive trying give le importance thing usually bother like problem organisation school instance focus trying happy content small thing,1,"[57676, 26733, 1524, 3582, 15890, 1781, 9621, 3686, 99677, 4560, 3041, 514, 12939, 3245, 6118, 20753, 1093, 3575, 22139, 2978, 2937, 5357, 4560, 6380, 2262, 2678, 3245]"
im feeling emotionally vulnerable right want throw peace go back party hard,4,"[318, 8430, 38683, 20134, 1314, 1390, 2571, 9096, 733, 1203, 4717, 2653]"
feel like bitchy undertone whole convo like kinda sarcastic,3,"[57676, 1093, 40530, 88, 19165, 606, 4459, 98188, 1093, 34490, 83367, 292]"
felt like petty spoiled person planet feeling rotten luxury problem,0,"[66922, 1093, 61585, 72524, 1732, 11841, 8430, 78792, 19913, 3575]"
teared already felt stressed havent telling anyone showing much feel stressed school,0,"[668, 1636, 2736, 6612, 32647, 31081, 306, 11890, 5606, 9204, 1790, 2733, 32647, 2978]"
